Member Name,Primary Domain,Date,Type,Role,Title
"Ball, Ian","Medicine","2014/10/14","Invited Lectures","Invited Lecturer","Woodstock General Hospital Grand Rounds -- An Update on Organ Donation in Ontario"
"Wells, Jennie","Medicine","2014/10/20","Invited Lectures","Invited Lecturer","Beyond Pills"
"Cunningham, Christy","Medicine","2010/12/01","* Grand Rounds","Presenter","Grand Rounds: Chart Audit Ovarian Torsion"
"Spaic, Tamara","Medicine","2014/10/24","Poster Presentation","Supervisor","Diabetes Care in Young Adults with Type 1 Diabetes after Transition to Adult Care"
"Leong-Sit, Peter","Medicine","2014/09/12","Conference Presentation","Invited Lecturer","Unipolar and Bipolar VT Substrate Targeting - What's new? What now?"
"Leong-Sit, Peter","Medicine","2014/09/13","Abstract Presented","Presenter","A Randomized Ablation-based atrial Fibrillation rhythm control versus rate control Trial -- Correlation to Neurocognitive decline Study (RAFT-CNS)"
"Leong-Sit, Peter","Medicine","2014/09/12","Conference Presentation","Facilitator","CRT-P is being underused in Canada - Debate"
"Leong-Sit, Peter","Medicine","2014/11/07","Abstract Presented","Presenter","A Randomized Ablation-based atrial Fibrillation rhythm control versus rate control Trial -- Correlation to Neurocognitive decline Study (RAFT-CNS)"
"Leong-Sit, Peter","Medicine","2014/10/27","Abstract Presented","Presenter","A Randomized Ablation-based atrial Fibrillation rhythm control versus rate control Trial -- Correlation to Neurocognitive decline Study (RAFT-CNS)"
"Borrie, Michael","Medicine","2014/10/23","Conference Presentation","Presenter","Is it subjective cognitive impairment (SCI), mild cognitive impairment (MCI), or Dementia: What to do?"
"Borrie, Michael","Medicine","2014/09/02","Invited Lectures","Invited Lecturer","Mild Cognitive Impairment, Alzheimer Disease, Diagnosis, Treatment and Research"
"Sridhar, Krishnakumar","Medicine","2014/04/24","Invited Lectures","Invited Lecturer","Use of Mitral Clip in Advanced Heart Failure."
"Teefy, Patrick","Medicine","2014/05/20","Abstract Presented","Co-Author","Remote ischemic postconditioning does not affect myocardial injury post PCI"
"Teefy, Patrick","Medicine","2014/03/29","Abstract Presented","Co-Author","A randomized trial of remote ischemic postconditioning during percutaneous coronary inteventions - the RIP-PCI Trial"
"Teefy, Patrick","Medicine","2014/08/31","Poster Presentation","Co-Author","Sedation with sevoflurane improves reperfusion in acute myocardial infarction"
"Teefy, Patrick","Medicine","2011/04/29","Poster Presentation","Co-Author","Correlation of fractional flow reserve to the ratio of instantaneous distal/proximal pressures at the point of diastolic inflection"
"McManus, Ruth","Medicine","2014/10/23","Conference Presentation","Presenter","Putting Food on the Table: Food insecurity and Food Costs: How these issues could inform care for diabetes in Canada"
"AAbel, Angra (Test Record)","Medicine","2013/10/29","Invited Lectures","Invited Lecturer","blorp"
"AAbel, Angra (Test Record)","Medicine","2013/01/01","Symposia","Facilitator","ccccc"
"Al-Judaibi, Bandar","Medicine","2014/09/20","Workshop","Presenter","Hepatocellular Carcinoma : Detection and Management Strategies"
"Suskin, Neville","Medicine","2014/10/23","Symposia","Presenter","A 2001 (and beyond) Cardiac Rehabilitation Odyssey"
"Hramiak, Irene","Medicine","2014/10/23","Abstract Presented","Presenter","2014 Canadian Diabetes Association Professional Conference ""Low within- and between-day variability in exposure to new insulin glargine 300 U/ml"""
"Hramiak, Irene","Medicine","2014/10/23","Abstract Presented","Presenter","2014 Canadian Diabetes Association Professional Conference ""New insulin glargine 300 U/ml: glycemic control and hypoglycemia in a meta-analysis of phase 3a EDITION clinical trials in people with T2DM"""
"Hramiak, Irene","Medicine","2014/10/26","Invited Lectures","Presenter","Beyond 2000 ""Diabetes and ACS - A risky combination"""
"Kostuk, William","Medicine","2014/10/27","Workshop","Presenter","CCS Guideline: Diagnosis and Management Of Stable Ischemic Heart Disease"
"Feldman, Ross","Medicine","2014/10","Invited Lectures","* Invited Speaker","Heart Disease In Women: You've Come A Long Way"
"Feldman, Ross","Medicine","2014/11","Invited Lectures","* Invited Speaker","Estrogen-Mediated Regulation of Vascular Risks"
"Klein, George","Medicine","2014/10/30","Symposia","* Chairman & Presenter","Learn From the Experts: Interpretation of Intracardiac Recordings"
"Klein, George","Medicine","2014/10/31","Symposia","* Chairman & Presenter","Learn From the Experts: Electrophysiological Approach to the ECG"
"Diamantouros, Pantelis","Medicine","2014/10/26","Poster Presentation","Co-Author","Direct vessel visualization with arterial cut-down reduces vascular complication rates in transcatheter aortic valve implantation: Back to the future."
"Hramiak, Irene","Medicine","2014/11/08","Invited Lectures","Presenter","""Diabetes Update"""
"Manlucu, Jaimie","Medicine","2012/10/30","Invited Lectures","Presenter","Ablation of Ventricular Tachycardia; Post-Dor Procedure; Future Leadership"
"Sen, Mithu","Medicine","2014/06/05","Invited Lectures","Invited Lecturer","Delirium and Sedation in the ICU"
"Lazo Langner, Alejandro","Medicine","2010/10/01","Conference Presentation","Presenter","A Systematic Review of the Role of Erythropoietin in the Pathophysiology of Anemia in Elderly Patients"
"Lazo Langner, Alejandro","Medicine","2014/12","Conference Presentation","Presenter","Detection of paroxysmal nocturnal hemoglobunira clones in patients with idopathic venous thromboembolism"
"Lazo Langner, Alejandro","Medicine","2014/12","Conference Presentation","Presenter","Low dose oral vitamin K does not increase time in therapeutic range: results of a multicentre clinical trial"
"Lazo Langner, Alejandro","Medicine","2014/12","Conference Presentation","Presenter","Efficacy and safety of prothrombin complex concentrates weight-based dosing for reversal of warfarin anticoagulants"
"Lazo Langner, Alejandro","Medicine","2014/12","Conference Presentation","Presenter","Assessment of risk of thromprophylaxis failure in hospitalized patients with cancer (ARTIC study)"
"Lazo Langner, Alejandro","Medicine","2014/12","Conference Presentation","Presenter","Evaluating the need for anticoagulation beyond 6 months for patients with cancer-associated vewnous thromboembolism: a retrospect of real life (EXTEND study)"
"Lazo Langner, Alejandro","Medicine","2014/12","Conference Presentation","Presenter","Effect of unintentional cyclohosphamide Ander-dosing on disease response and outcomes in patients wi th diffuse large B-cell lymphoma"
"Lazo Langner, Alejandro","Medicine","2014/12","Conference Presentation","Presenter","Impact of transition to generic imatinib in the molecular response among patients with chronic myeloid leukemia"
"Beaton, Melanie","Medicine","2014/10/30","Invited Lectures","Presenter","Nonalcoholic Fatty Liver Disease for the Internist: Practical Considerations"
"Beaton, Melanie","Medicine","2014/11/19","Invited Lectures","Presenter","What Does Fatty Liver Mean in Diabetes?"
"Diachun, Laura","Medicine","2015/04/25","Student Presentation","Supervisor","Abstract (oral) presentation by Radha Joseph, ""Medical Trainees' Experiences with Complex Patients""."
"Liu, Selina","Medicine","2014/11/19","Conference Presentation","Presenter","Diabetes Update 2014 - New Medication for Type II Diabetes"
"Liu, Selina","Medicine","2014/10/24","Poster Presentation","Presenter","Provincially-Funded Insulin Pump Therapy and Health Care Utilization in Adults with Type 1 Diabetes"
"Liu, Selina","Medicine","2014/10/24","Poster Presentation","Presenter","Provincially-Funded Insulin Pump Therapy and Glycemic Control: Real-World Experience in a Tertiary Care Centre"
"Manlucu, Jaimie","Medicine","2012/12/04","Invited Lectures","Invited Lecturer","Grand Rounds: Management of Ischemic Ventricular Tachycardia"
"Diachun, Laura","Medicine","2014/10/07","Student Presentation","Supervisor","Abstract (oral) presentation by Radha Joseph, ""Medical trainees' experiences with complex patients""."
"Mehta, Sanjay","Medicine","2013/11/19","Invited Lectures","Invited Lecturer","�COPD: What�s New in an Old Disease?�"
"Mehta, Sanjay","Medicine","2013/11/28","Invited Lectures","Invited Lecturer","�Acute Lung Injury: A Tale of 2 Cells�"
"Mehta, Sanjay","Medicine","2013/11/28","Invited Lectures","Invited Lecturer","�New Pharmacotherapies for PAH: More Hype or More Hope?�"
"Mehta, Sanjay","Medicine","2014/01/21","Invited Lectures","Invited Lecturer","�Health-Related Quality of Life in PAH: Results from the Seraphin Trial of Macitentan�"
"Mehta, Sanjay","Medicine","2011/07/01","Invited Lectures","Invited Lecturer","�New Pharmacotherapies for PAH: Everything you Wanted to Know About Macitentan but Were Afraid to Ask�"
"Mehta, Sanjay","Medicine","2014/02/21","Invited Lectures","Invited Lecturer","�New Pharmacotherapies for PAH: Everything you Wanted to Know About Macitentan but Were Afraid to Ask�"
"Mehta, Sanjay","Medicine","2014/03/15","Invited Lectures","Invited Lecturer","�Pulmonary Hypertension: Why Should Respiratory Health Professionals Care About High Blood Pressure in the Lungs?�"
"Mehta, Sanjay","Medicine","2014/04/06","Invited Lectures","Invited Lecturer","�Highlights of the 13th Annual Symposium: What�s New and Exciting in the World of Pulmonary Hypertension�"
"Mehta, Sanjay","Medicine","2014/04/24","Invited Lectures","Invited Lecturer","�Therapy for PAH: Update on the Nice 5th World Symposium�"
"Mehta, Sanjay","Medicine","2014/04/26","Invited Lectures","Invited Lecturer","�Current and Future Approaches to Diagnosis and Management of CTEPH�"
"McDonald, Charlotte","Medicine","2014/10/02","Invited Lectures","Presenter","What's New in the Management of Type 2 Diabetes: 25th Annual R.W. Gunton Symposium on Cardiovascular Therapeutics"
"Mehta, Sanjay","Medicine","2014/05/06","Invited Lectures","Invited Lecturer","�New Pharmacotherapies for PAH: More Hype or More Hope?�"
"Mehta, Sanjay","Medicine","2014/05/06","Invited Lectures","Invited Lecturer","�Acute Lung Injury: A Tale of 2 cells, death, and friends.�"
"Mehta, Sanjay","Medicine","2014/05/17","Invited Lectures","Invited Lecturer","�Novel ERA Macitentan for PAH: What Other Benefits Does It Offer?�"
"Mehta, Sanjay","Medicine","2014/07/03","Invited Lectures","Invited Lecturer","�Pulmonary Hypertension: What Every Respirologist Needs to Know�"
"Mehta, Sanjay","Medicine","2014/09/16","Invited Lectures","Invited Lecturer","�New Pharmacotherapies for PAH: More Hype or More Hope?�"
"Mehta, Sanjay","Medicine","2014/09/22","Invited Lectures","Invited Lecturer","�New Pharmacotherapies for PAH: More Hype or More Hope?�"
"Mehta, Sanjay","Medicine","2014/09/23","Invited Lectures","Invited Lecturer","�The Changing Face of PH: From a Rapidly Fatal Illness to a Chronic Disease�"
"Mehta, Sanjay","Medicine","2011/07/01","Invited Lectures","Invited Lecturer","�Case-Basd Approach to Diagnosis and Management of Pulmonary Hypertension�"
"Mehta, Sanjay","Medicine","2014/10/03","Invited Lectures","Invited Lecturer","�The Changing Face of PH: From a Rapidly Fatal Illness to a Chronic Disease�"
"Mehta, Sanjay","Medicine","2014/10/20","Invited Lectures","Invited Lecturer","�New Pharmacotherapies for PAH: More Hype or More Hope?�"
"Mehta, Sanjay","Medicine","2014/10/24","Invited Lectures","Invited Lecturer","�New Pharmacotherapies for PAH: More Hype or More Hope?�"
"Mehta, Sanjay","Medicine","2014/11/06","Invited Lectures","Invited Lecturer","�Health-Related Quality of Life in PAH: Results from the Seraphin Trial of Macitentan�"
"Clark, William","Medicine","2014/11/11","Invited Lectures","Invited Lecturer","Thrombotic Microangiopathies"
"Clark, William","Medicine","2014/11/12","Invited Lectures","Panelist","Case and Questions"
"Clark, William","Medicine","2014/11/13","Abstract Presented","Presenter","The Role of Plasma Exchange in Focal Segmental Glomerulosclerosis Recurrence Post Renal Transplant: A Systematic Review"
"Clark, William","Medicine","2014/11/13","Poster Presentation","Presenter","The Role of Plasma Exchange in Focal Segmental Glomerulosclerosis Recurrence Post Renal Transplant: A Systematic Review"
"Zafar, Saira","Medicine","2013/10","Poster Presentation","Co-Author","""Reducing inappropriate Foley catheter use in general medicine patients."""
"Smith, Stuart","Medicine","1999/02/17","Invited Lectures","Presenter","Current Issues in Cardiac Transplantation: Strategies to Improve Organ Donation. Presentation to the Federal Government Standing Committee on Health"
"Smith, Stuart","Medicine","2006/05","Conference Presentation","Presenter","Program Development and Speaker for �Cardiology Update"" Baltic Cruise"
"Smith, Stuart","Medicine","2007/09","Conference Presentation","Presenter","Program Development and Speaker for �Cardiology Update"" Mediterranean Cruise"
"Smith, Stuart","Medicine","2013/01","Conference Presentation","Presenter","Program Development and Speaker for �Cardiology Update"" Tahitian Cruise"
"Smith, Stuart","Medicine","2007/02","Invited Lectures","Presenter","Infective Endocarditis � From Prevention to Treatment."
"Smith, Stuart","Medicine","2008/05/21","Invited Lectures","Presenter","Cardiology for the Practising Dental Practitioner."
"Smith, Stuart","Medicine","1990","Workshop","Presenter","Advanced Cardiac Life Support Courses - Recognition and Management of Cardiac Arrhythmias."
"Smith, Stuart","Medicine","1990/09/24","Invited Lectures","Presenter","The Training of a Cardiologist."
"Smith, Stuart","Medicine","1991/01/17","Invited Lectures","Presenter","The Management of Ventricular Dysrhythmias."
"Smith, Stuart","Medicine","1991/02/08","Invited Lectures","Presenter","The Cardiac Transplant Process. Windsor Clinical Day"
"Smith, Stuart","Medicine","1991/02/23","Invited Lectures","Presenter","Cardiology for the Obstetrician-Gynaecologist. University of Western Ontario Senior Obstetrics and Gynaecology Residents"
"Smith, Stuart","Medicine","1991/03/23","Invited Lectures","Presenter","Cardiac Transplant in the 90's. University of Western Ontario Alumni Sponsored Lecture"
"Smith, Stuart","Medicine","1991/09/08","Invited Lectures","Presenter","Introduction to Electrophysiology."
"Smith, Stuart","Medicine","1991/04/16","Invited Lectures","Presenter","Thrombolytics: Who Will Benefit From Which Agent? University of Western Ontario Medical Resident Seminars (Cardiology Month)"
"Smith, Stuart","Medicine","1992/04/23","Symposia","Presenter","The New Heart - The First Year(s). Critical Care ""92 Symposium"
"Smith, Stuart","Medicine","1992/06/16","Invited Lectures","Presenter","The Training of a Cardiologist. Pfizer Canada Preceptorship Program"
"Smith, Stuart","Medicine","1992/06/10","Invited Lectures","Presenter","The Training of a Cardiologist. Pfizer Canada Preceptorship Program"
"Smith, Stuart","Medicine","1992/06/18","Invited Lectures","Panelist","Ischemic Heart Disease: Primary Care Issue and Management. (Panel Discussion)"
"Smith, Stuart","Medicine","1991/10/14","Invited Lectures","Presenter","Long Term Follow-up of the Patient Post Cardiac Transplant. Four Counties General Hospital CME Day"
"Smith, Stuart","Medicine","1991/10/14","Invited Lectures","Presenter","New Concepts in the Pathophysiology of Ischemic Heart Disease."
"Smith, Stuart","Medicine","1993/05/06","Invited Lectures","Presenter","Medical Management of Congestive Heart Failure. Update on Cardiovascular Nursing"
"Smith, Stuart","Medicine","1993/03/03","Invited Lectures","Presenter","Dynamic Cardiomyoplasty. Cardiology Grand Rounds"
"Smith, Stuart","Medicine","1993/06/16","Symposia","Presenter","Changing Concepts in the Management of Congestive Heart Failure. 10th Annual Primary Care Update"
"Smith, Stuart","Medicine","2013/10","Conference Presentation","Presenter","Optimized Therapy Improves Clinical Status and Exercise Hemodynamics in Patients Referred for Cardiac Transplantation."
"Smith, Stuart","Medicine","1993/11/26","Invited Lectures","Presenter","Cardiomyoplasty. Lab Medicine Rounds"
"Smith, Stuart","Medicine","1994/01/27","Invited Lectures","Presenter","Changing Concepts in the Management of Congestive Heart Failure. Cardiac Rehabilitation Rounds"
"Smith, Stuart","Medicine","1994/03/19","Invited Lectures","Presenter","Cardiac Transplantation."
"Smith, Stuart","Medicine","1994/03/16","Invited Lectures","Presenter","Changing Concepts in the Management of Congestive Heart Failure. Medical Grand Rounds"
"Smith, Stuart","Medicine","1994/03/22","Invited Lectures","Presenter","Changing Concepts in the Management of Congestive Heart Failure."
"Smith, Stuart","Medicine","1994/04/27","Invited Lectures","Presenter","Challenge in Ischemic Heart Disease."
"Smith, Stuart","Medicine","1994/05/11","Invited Lectures","Presenter","Changing Concepts in the Management of Congestive Heart Failure."
"Smith, Stuart","Medicine","1994/05/27","Invited Lectures","Presenter","Changing Concepts in the Management of Congestive Heart Failure. Grand Medical Rounds"
"Smith, Stuart","Medicine","1994/06/08","Invited Lectures","Presenter","Changing Concepts in the Management of Congestive Heart Failure."
"Smith, Stuart","Medicine","1994/06/29","Invited Lectures","Presenter","Changing Concepts in the Management of Congestive Heart Failure."
"Smith, Stuart","Medicine","1994/06/15","Invited Lectures","Presenter","Congestive Heart Failure. Geriatric Rounds"
"Smith, Stuart","Medicine","1994/06/22","Invited Lectures","Presenter","Current Management of Patients with Congestive Heart Failure."
"Smith, Stuart","Medicine","1994/09/16","Invited Lectures","Presenter","Management of Patients with Congestive Heart Failure."
"Smith, Stuart","Medicine","1994/09/21","Invited Lectures","Presenter","Congestive Heart Failure. Visiting Teaching Consulting Program"
"Smith, Stuart","Medicine","1994/09/22","Invited Lectures","Presenter","Congestive Heart Failure, Thrombosis - The Spectrum."
"Smith, Stuart","Medicine","1994/09/23","Invited Lectures","Presenter","Congestive Heart Failure, Cardiovascular Disease - Prevention and Management."
"Smith, Stuart","Medicine","1994/09/30","Invited Lectures","Presenter","Cardiac Rupture Post Myocardial Infarction. Laboratory Medicine Grand Rounds"
"Smith, Stuart","Medicine","1994/10/19","Invited Lectures","Presenter","Management of Patients with Congestive Heart Failure."
"Smith, Stuart","Medicine","1994/11/02","Invited Lectures","Presenter","Congestive Heart Failure - Physiology. Postgraduate Education Rounds"
"Smith, Stuart","Medicine","1994/11/09","Invited Lectures","Presenter","Congestive Heart Failure - Management. Postgraduate Education Rounds"
"Smith, Stuart","Medicine","1994/11/22","Invited Lectures","Presenter","Current Management of Congestive Heart Failure."
"Smith, Stuart","Medicine","1994/11/25","Invited Lectures","Presenter","Congestive Heart Failure: Therapeutic Strategies, Better Prescribing for Family Practioners."
"Smith, Stuart","Medicine","1994/12/07","Invited Lectures","Presenter","Cardiac Transplantation. Postgraduate Education Rounds"
"Smith, Stuart","Medicine","1995/01/18","Invited Lectures","Presenter","Cardiac Transplantation. Postgraduate Education Rounds"
"Smith, Stuart","Medicine","1995/01/20","Invited Lectures","Presenter","Changing Concepts in the Management of Congestive Heart Failure."
"Smith, Stuart","Medicine","1995/02/22","Invited Lectures","Presenter","Current Management of Congestive Heart Failure."
"Smith, Stuart","Medicine","1995/03/29","Invited Lectures","Presenter","Current Management of Congestive Heart Failure."
"Smith, Stuart","Medicine","1995/01/30","Invited Lectures","Presenter","Congestive Heart Failure - Case Studies."
"Smith, Stuart","Medicine","1995/04/27","Invited Lectures","Presenter","Update on Ace Inhibitor Therapy."
"Smith, Stuart","Medicine","1995/05/01","Invited Lectures","Presenter","Management of Congestive Heart Failure. Continuing Medical Education Program"
"Smith, Stuart","Medicine","1995/05/03","Invited Lectures","Presenter","Treatment of Heart Failure: More Than Just Ace Inhibitors! Cardiology Grand Rounds"
"Smith, Stuart","Medicine","1995/05/04","Symposia","Presenter","Living with Congestive Heart Failure."
"Smith, Stuart","Medicine","1995/05/09","Invited Lectures","Presenter","Cardiac Transplantation. Cardiovascular Seminar"
"Smith, Stuart","Medicine","1995/05/09","Invited Lectures","Presenter","New Treatment Options for the Management of Advanced Heart Failure."
"Smith, Stuart","Medicine","1995/05/23","Invited Lectures","Presenter","Current Management in the Treatment of Congestive Heart Failure."
"Smith, Stuart","Medicine","1995/05/24","Invited Lectures","Presenter","Congestive Heart Failure."
"Smith, Stuart","Medicine","1995/05/29","Invited Lectures","Presenter","Progress in Ace Inhibitors."
"Smith, Stuart","Medicine","1995/05/29","Invited Lectures","Presenter","New Concepts in the Management of Congestive Heart Failure."
"Smith, Stuart","Medicine","1995/05/30","Invited Lectures","Presenter","Advanced Management in the Treatment of Congestive Heart Failure. Medical Rounds"
"Smith, Stuart","Medicine","1995/05/30","Invited Lectures","Presenter","Out-Patient Management of the Cardiac Transplant Patient. Cardiology Seminar"
"Smith, Stuart","Medicine","1995/06/08","Invited Lectures","Presenter","Current Management of Congestive Heart Failure."
"Smith, Stuart","Medicine","1995/07/19","Invited Lectures","Presenter","Transplant Assessment. Cardiology Rounds"
"Smith, Stuart","Medicine","1995/09/15","Invited Lectures","Presenter","Out-Patient Management of Congestive Heart Failure. Family Medicine Educational Day in Cardiology"
"Smith, Stuart","Medicine","1995/09/22","Invited Lectures","Presenter","Current Management of Heart Failure. Clinical Pharmacology for Family Practitioners"
"Smith, Stuart","Medicine","1995/10/11","Invited Lectures","Presenter","Current Management of Congestive Heart Failure. Grand Rounds"
"Smith, Stuart","Medicine","1995/11/08","Invited Lectures","Presenter","New Developments in the Management of Congestive Heart Failure."
"Smith, Stuart","Medicine","1995/11/11","Invited Lectures","Presenter","Update for Family Physicians - Office Management of the Cardiac Patient."
"Smith, Stuart","Medicine","1995/11/20","Invited Lectures","Presenter","The Role of Bradykinin in Hypertension and CHF."
"Smith, Stuart","Medicine","1996/01/25","Invited Lectures","Presenter","Current Management in the Treatment of Congestive Heart Failure."
"Smith, Stuart","Medicine","1996/01/31","Invited Lectures","Presenter","New Developments in the Management of Congestive Heart Failure."
"Smith, Stuart","Medicine","1996/02/19","Invited Lectures","Presenter","Management of Heart Failure and Its Complications."
"Smith, Stuart","Medicine","1996/02/22","Invited Lectures","Presenter","Current Management in the Treatment of Congestive Heart Failure."
"Smith, Stuart","Medicine","1996/03/30","Symposia","Presenter","Is There a Role for Calcium Channel Blockers in Heart Failure? Spring Internal Medicine Update in Cardiology"
"Smith, Stuart","Medicine","1996/03/30","Symposia","Presenter","Treatment of Chronic Stable Angina. Spring Internal Medicine Update in Cardiology"
"Smith, Stuart","Medicine","1996/04/01","Invited Lectures","Presenter","Congestive Heart Failure."
"Smith, Stuart","Medicine","1996/04/01","Invited Lectures","Presenter","Congestive Heart Failure."
"Smith, Stuart","Medicine","1996/04/15","Invited Lectures","Presenter","Heart Failure and New Medical Options. Alumni Spring Lecture"
"Smith, Stuart","Medicine","1996/05/08","Conference Presentation","Presenter","The Emerging Role of ACE Inhibition in CAD."
"Smith, Stuart","Medicine","1996/05/24","Conference Presentation","Presenter","When All Else Fails - What Next?"
"Smith, Stuart","Medicine","1996/06/13","Invited Lectures","Presenter","Congestive Heart Failure."
"Smith, Stuart","Medicine","1996/06/14","Invited Lectures","Presenter","Congestive Heart Failure."
"Smith, Stuart","Medicine","1996/06/18","Workshop","Presenter","ACE Inhibitors in Hypertension & Heart Failure."
"Smith, Stuart","Medicine","1996/09/21","Invited Lectures","Presenter","ACE Inhibitors: Old Drugs That Keep on Getting Better."
"Smith, Stuart","Medicine","1996/10/11","Symposia","Presenter","Canadian Guidelines for Heart Failure Management: When to Refer?"
"Smith, Stuart","Medicine","1996/10/31","Conference Presentation","Presenter","Congestive Heart Failure."
"Smith, Stuart","Medicine","1996/11/07","Invited Lectures","Presenter","Changing Guidelines for the Treatment of Congestive Heart Failure."
"Smith, Stuart","Medicine","1996/12/04","Invited Lectures","Presenter","Post-MI Care with Special Emphasis on the AIRE and HEART Studies."
"Smith, Stuart","Medicine","1996/12/06","Invited Lectures","Presenter","New Advances in the Management of Congestive Heart Failure."
"Smith, Stuart","Medicine","1997/01/20","Invited Lectures","Presenter","When All Else Fails - Dealing with Severe Heart Failure."
"Smith, Stuart","Medicine","1997/01/21","Invited Lectures","Presenter","Difficult Decisions: Selection for Cardiac Transplantation."
"Smith, Stuart","Medicine","1997/01/21","Invited Lectures","Presenter","Heart Failure Clinic: Is There a Role for Subspecialty Clinics?"
"Smith, Stuart","Medicine","1997/01/29","Invited Lectures","Presenter","Current Management of Congestive Heart Failure."
"Smith, Stuart","Medicine","1997/01/29","Invited Lectures","Presenter","Don�t Be Afraid to Play Your ACE: Treatment of Cardiac Insufficiency."
"Smith, Stuart","Medicine","1997/02/26","Invited Lectures","Presenter","Heart Failure Management in the Elderly."
"Smith, Stuart","Medicine","1997/02/28","Workshop","Presenter","Medical Therapy in Patients with Congestive Heart Failure. �Sudden Death in Patients with Congestive Heart Failure"" Workshop"
"Smith, Stuart","Medicine","1997/04/16","Invited Lectures","Presenter","New Heart Failure Medications."
"Smith, Stuart","Medicine","1997/04/30","Invited Lectures","Presenter","Current Management in the Treatment of Heart Failure."
"Smith, Stuart","Medicine","1997/04/30","Invited Lectures","Presenter","Selection Criteria for the Cardiac Transplant Patient."
"Smith, Stuart","Medicine","1997/05/05","Invited Lectures","Presenter","Emerging Options in the Treatment of Heart Failure."
"Smith, Stuart","Medicine","1997/05/22","Invited Lectures","Presenter","Practical Aspects of the Use of Carvedilol in Heart Failure."
"Smith, Stuart","Medicine","1997/05/27","Invited Lectures","Presenter","Treating Heart Failure in the ICU: A Cardiologist�s Perspective."
"Smith, Stuart","Medicine","1997/05/28","Invited Lectures","Presenter","The Role of Inotropes/Vasodilator Agents in the Treatment of Heart Failure."
"Smith, Stuart","Medicine","1997/06/17","Invited Lectures","Presenter","Beta-Blockers in Heart Failure: Focus on Carvedilol."
"Smith, Stuart","Medicine","1997/06/19","Invited Lectures","Presenter","Medical Therapy in Patients with Congestive Heart Failure."
"Smith, Stuart","Medicine","1997/06/24","Invited Lectures","Presenter","Beta-Blockers in Heart Failure: What is the Consensus?"
"Smith, Stuart","Medicine","1997/06/25","Invited Lectures","Presenter","Implantable Left Ventricular Assist Devices: The Prognosis for Permanent Implants. Cardiology Grand Rounds"
"Smith, Stuart","Medicine","1997/07/03","Media Appearance","Presenter","CHF: The Impact on the Patient."
"Davis, Matthew","Medicine","2015/01/23","Abstract Presented","Supervisor","The morbidity and mortality associated with the ""lift assist"" call"
"Smith, Stuart","Medicine","1997/10/20","Symposia","Presenter","A Symposium on Congestive Heart Failure - Medical Options in the Treatment of Heart Failure: Hope for the Future."
"Smith, Stuart","Medicine","1997/10/24","Invited Lectures","Presenter","Advancing the Treatment of Congestive Heart Failure."
"Smith, Stuart","Medicine","1997/10/25","Invited Lectures","Presenter","Advancing the Treatment of Congestive Heart Failure."
"Smith, Stuart","Medicine","1997/11/20","Invited Lectures","Presenter","Calcium Channel Blockers in Heart Failure: What is Their Role?"
"Smith, Stuart","Medicine","1998/01/29","Invited Lectures","Presenter","Heart Failure & The Community: The New Model for the Treatment of Heart Failure."
"Smith, Stuart","Medicine","1998/02/04","Invited Lectures","Presenter","Beta-Blockers in Heart Failure: Practical Considerations."
"Smith, Stuart","Medicine","1998/03/14","Conference Presentation","Presenter","Carvedilol - Clinical Experiences."
"Smith, Stuart","Medicine","1998/04/06","Invited Lectures","Presenter","Beta-Blockers in Heart Failure: Focus on Practical Considerations."
"Smith, Stuart","Medicine","1998/04/07","Invited Lectures","Presenter","Beta-Blockers in Heart Failure: Focus on Practical Considerations."
"Smith, Stuart","Medicine","1998/04/15","Invited Lectures","Presenter","High Dose Versus Low Dose ACE Inhibitors: Results of the ATLAS Trial."
"Smith, Stuart","Medicine","1998/04/30","Invited Lectures","Presenter","The Heart of the Matter: Clinical Aspects of Heart Transplantation."
"Smith, Stuart","Medicine","1998/05/09","Symposia","Presenter","Update in Cardiovascular Care Symposium."
"Smith, Stuart","Medicine","1998/05/09","Symposia","Presenter","Case Studies in Heart Failure Management."
"Smith, Stuart","Medicine","1998/05/18","Conference Presentation","Presenter","Emerging Treatment Options in Heart Failure and focus on Beta-Blockers."
"Smith, Stuart","Medicine","1998/09/26","Invited Lectures","Presenter","New insights into congestive heart failure."
"Smith, Stuart","Medicine","1998/11/23","Invited Lectures","Presenter","Heart Failure: Low dose or high dose ACE inhibitor? An evidence based approach for family practice."
"Smith, Stuart","Medicine","1998/11/14","Invited Lectures","Presenter","Issues in the Management of Congestive Heart Failure: A Case Study Approach."
"Smith, Stuart","Medicine","1998/11/25","Invited Lectures","Presenter","Therapeutic Options in the Treatment of CHF."
"Smith, Stuart","Medicine","1999/01/31","Invited Lectures","Presenter","Heart Failure and Beta-Blockade."
"Smith, Stuart","Medicine","1999/02/04","Invited Lectures","Presenter","Case Studies in Heart Failure: From Bipap to Angiotensin Inhibitors. Emergencies for Emergency Physicians."
"Smith, Stuart","Medicine","1999/02/22","Workshop","Presenter","Congestive Heart Failure Interactive Workshop."
"Smith, Stuart","Medicine","1999/04/29","Invited Lectures","Presenter","Improving Survival in Congestive Heart Failure."
"Smith, Stuart","Medicine","1999/05","Workshop","Supervisor","Heart Failure Workshop Leader."
"Smith, Stuart","Medicine","1999/06/07","Invited Lectures","Presenter","New Advances in the Treatment of Congestive Heart Failure."
